2022,fed,OTH FP,14.72,13,12.42,6.59,6.74,8.47,14.28,17.77
2020,qld,OTH FP,20.88,12.78,16.15,7.78,7.17,10.77,20.03,27.52
2017,qld,OTH FP,12.78,16.15,7.78,7.17,10.77,20.03,27.52,5.25
2015,qld,OTH FP,16.15,7.78,7.17,10.77,20.03,27.52,5.25,6.46
2012,qld,OTH FP,7.78,7.17,10.77,20.03,27.52,5.25,6.46,4.21
2009,qld,OTH FP,7.17,10.77,20.03,27.52,5.25,6.46,4.21,2.54
2006,qld,OTH FP,10.77,20.03,27.52,5.25,6.46,4.21,2.54,2.21
2004,qld,OTH FP,20.03,27.52,5.25,6.46,4.21,2.54,2.21,3.65
2001,qld,OTH FP,27.52,5.25,6.46,4.21,2.54,2.21,3.65,4.8
1998,qld,OTH FP,5.25,6.46,4.21,2.54,2.21,3.65,4.8,5
1995,qld,OTH FP,6.46,4.21,2.54,2.21,3.65,4.8,5,11.02
1992,qld,OTH FP,4.21,2.54,2.21,3.65,4.8,5,11.02,10.09
2020,qld,xOTH FP,4.83,7.67,4.62,7.4,6.57,5.85,11,3.23
2017,qld,xOTH FP,7.67,4.62,7.4,6.57,5.85,11,3.23,4
2015,qld,xOTH FP,4.62,7.4,6.57,5.85,11,3.23,4,6.13
2012,qld,xOTH FP,7.4,6.57,5.85,11,3.23,4,6.13,3.79
2009,qld,xOTH FP,6.57,5.85,11,3.23,4,6.13,3.79,1.91
2006,qld,xOTH FP,5.85,11,3.23,4,6.13,3.79,1.91,1.38
2004,qld,xOTH FP,11,3.23,4,6.13,3.79,1.91,1.38,2.27
2001,qld,xOTH FP,3.23,4,6.13,3.79,1.91,1.38,2.27,3.19
1998,qld,xOTH FP,4,6.13,3.79,1.91,1.38,2.27,3.19,3.08
1995,qld,xOTH FP,6.13,3.79,1.91,1.38,2.27,3.19,3.08,3.33
1992,qld,xOTH FP,3.79,1.91,1.38,2.27,3.19,3.08,3.33,2.85
2020,qld,ALP FP,35.43,37.47,26.66,42.25,46.92,47.01,48.98,38.86
2017,qld,ALP FP,37.47,26.66,42.25,46.92,47.01,48.98,38.86,42.89
2015,qld,ALP FP,26.66,42.25,46.92,47.01,48.98,38.86,42.89,48.73
2012,qld,ALP FP,42.25,46.92,47.01,48.98,38.86,42.89,48.73,50.32
2009,qld,ALP FP,46.92,47.01,48.98,38.86,42.89,48.73,50.32,41.32
2006,qld,ALP FP,47.01,48.98,38.86,42.89,48.73,50.32,41.32,43.98
2004,qld,ALP FP,48.98,38.86,42.89,48.73,50.32,41.32,43.98,41.49
2001,qld,ALP FP,38.86,42.89,48.73,50.32,41.32,43.98,41.49,42.83
1998,qld,ALP FP,42.89,48.73,50.32,41.32,43.98,41.49,42.83,36.03
1995,qld,ALP FP,48.73,50.32,41.32,43.98,41.49,42.83,36.03,46.75
1992,qld,ALP FP,50.32,41.32,43.98,41.49,42.83,36.03,46.75,44.99
2020,qld,LNP FP,33.69,41.32,49.66,41.6,37.92,35.46,28.48,31.26
2017,qld,LNP FP,41.32,49.66,41.6,37.92,35.46,28.48,31.26,48.99
2015,qld,LNP FP,49.66,41.6,37.92,35.46,28.48,31.26,48.99,44.15
2012,qld,LNP FP,41.6,37.92,35.46,28.48,31.26,48.99,44.15,45.14
2009,qld,LNP FP,37.92,35.46,28.48,31.26,48.99,44.15,45.14,56.14
2006,qld,LNP FP,35.46,28.48,31.26,48.99,44.15,45.14,56.14,53.81
2004,qld,LNP FP,28.48,31.26,48.99,44.15,45.14,56.14,53.81,54.86
2001,qld,LNP FP,31.26,48.99,44.15,45.14,56.14,53.81,54.86,52.37
1998,qld,LNP FP,48.99,44.15,45.14,56.14,53.81,54.86,52.37,58.97
1995,qld,LNP FP,44.15,45.14,56.14,53.81,54.86,52.37,58.97,42.23
1992,qld,LNP FP,45.14,56.14,53.81,54.86,52.37,58.97,42.23,44.7
2020,qld,GRN FP,10,8.43,7.53,8.37,7.99,6.76,2.51,2.36
2017,qld,GRN FP,8.43,7.53,8.37,7.99,6.76,2.51,2.36,2.87
2015,qld,GRN FP,7.53,8.37,7.99,6.76,2.51,2.36,2.87,0.66
2012,qld,GRN FP,8.37,7.99,6.76,2.51,2.36,2.87,0.66,0.33
2009,qld,GRN FP,7.99,6.76,2.51,2.36,2.87,0.66,0.33,0
2006,qld,GRN FP,6.76,2.51,2.36,2.87,0.66,0.33,0,0
2004,qld,GRN FP,2.51,2.36,2.87,0.66,0.33,0,0,0
2001,qld,GRN FP,2.36,2.87,0.66,0.33,0,0,0,0
1998,qld,GRN FP,2.87,0.66,0.33,0,0,0,0,0
1995,qld,GRN FP,0.66,0.33,0,0,0,0,0,0
1992,qld,GRN FP,0.33,0,0,0,0,0,0,0
2020,qld,ONP FP,13.73,0.92,0.1,0.38,0.6,4.88,8.69,22.68
2017,qld,ONP FP,0.92,0.1,0.38,0.6,4.88,8.69,22.68,0
2015,qld,ONP FP,0.1,0.38,0.6,4.88,8.69,22.68,0,0
2012,qld,ONP FP,0.38,0.6,4.88,8.69,22.68,0,0,0
2009,qld,ONP FP,0.6,4.88,8.69,22.68,0,0,0,0
2006,qld,ONP FP,4.88,8.69,22.68,0,0,0,0,0
2004,qld,ONP FP,8.69,22.68,0,0,0,0,0
2001,qld,ONP FP,22.68,0,0,0,0,0
2020,qld,UAP FP,0,5.11,0,0,0,0,0,0
2017,qld,UAP FP,5.11,0,0,0,0,0,0,0
2020,qld,KAP FP,2.32,1.93,11.53,0,0,0,0,0
2017,qld,KAP FP,1.93,11.53,0,0,0,0,0,0
2015,qld,KAP FP,11.53,0,0,0,0,0,0,0
2021,wa,OTH FP,12.26,5.33,8.88,11.22,21.07,13.76,9.15,9.62
2017,wa,OTH FP,5.33,8.88,11.22,21.07,13.76,9.15,9.62,1.97
2013,wa,OTH FP,8.88,11.22,21.07,13.76,9.15,9.62,1.97,1.87
2008,wa,OTH FP,11.22,21.07,13.76,9.15,9.62,1.97,1.87,3.04
2005,wa,OTH FP,21.07,13.76,9.15,9.62,1.97,1.87,3.04,1.15
2001,wa,OTH FP,13.76,9.15,9.62,1.97,1.87,3.04,1.15,0.77
1996,wa,OTH FP,9.15,9.62,1.97,1.87,3.04,1.15,0.77,15.79
1993,wa,OTH FP,9.62,1.97,1.87,3.04,1.15,0.77,15.79,5.4
2021,wa,xOTH FP,7.33,5.33,8.88,9.58,8.85,8.68,6.83,8.19
2017,wa,xOTH FP,5.33,8.88,9.58,8.85,8.68,6.83,8.19,1.31
2013,wa,xOTH FP,8.88,9.58,8.85,8.68,6.83,8.19,1.31,1.07
2008,wa,xOTH FP,9.58,8.85,8.68,6.83,8.19,1.31,1.07,1.08
2005,wa,xOTH FP,8.85,8.68,6.83,8.19,1.31,1.07,1.08,1.15
2001,wa,xOTH FP,8.68,6.83,8.19,1.31,1.07,1.08,1.15,0.77
1996,wa,xOTH FP,6.83,8.19,1.31,1.07,1.08,1.15,0.77,5.08
1993,wa,xOTH FP,8.19,1.31,1.07,1.08,1.15,0.77,5.08,2.14
2021,wa,ALP FP,42.2,33.13,35.84,41.88,37.24,35.82,37.08,42.46
2017,wa,ALP FP,33.13,35.84,41.88,37.24,35.82,37.08,42.46,53
2013,wa,ALP FP,35.84,41.88,37.24,35.82,37.08,42.46,53,53.16
2008,wa,ALP FP,41.88,37.24,35.82,37.08,42.46,53,53.16,45.95
2005,wa,ALP FP,37.24,35.82,37.08,42.46,53,53.16,45.95,44.22
2001,wa,ALP FP,35.82,37.08,42.46,53,53.16,45.95,44.22,48.1
1996,wa,ALP FP,37.08,42.46,53,53.16,45.95,44.22,48.1,48.91
1993,wa,ALP FP,42.46,53,53.16,45.95,44.22,48.1,48.91,45.35
2021,wa,LIB FP,36.63,53.15,43.36,39.33,34.42,45.69,49.46,47.39
2017,wa,LIB FP,53.15,43.36,39.33,34.42,45.69,49.46,47.39,45.03
2013,wa,LIB FP,43.36,39.33,34.42,45.69,49.46,47.39,45.03,44.97
2008,wa,LIB FP,39.33,34.42,45.69,49.46,47.39,45.03,44.97,51.01
2005,wa,LIB FP,34.42,45.69,49.46,47.39,45.03,44.97,51.01,54.63
2001,wa,LIB FP,45.69,49.46,47.39,45.03,44.97,51.01,54.63,51.13
1996,wa,LIB FP,49.46,47.39,45.03,44.97,51.01,54.63,51.13,35.3
1993,wa,LIB FP,47.39,45.03,44.97,51.01,54.63,51.13,35.3,49.25
2021,wa,GRN FP,8.91,8.39,11.92,7.57,7.27,4.73,4.31,0.53
2017,wa,GRN FP,8.39,11.92,7.57,7.27,4.73,4.31,0.53,0
2013,wa,GRN FP,11.92,7.57,7.27,4.73,4.31,0.53,0,0
2008,wa,GRN FP,7.57,7.27,4.73,4.31,0.53,0,0,0
2005,wa,GRN FP,7.27,4.73,4.31,0.53,0,0,0,0
2001,wa,GRN FP,4.73,4.31,0.53,0,0,0,0,0
1996,wa,GRN FP,4.31,0.53,0,0,0,0,0,0
1993,wa,GRN FP,0.53,0,0,0,0,0,0,0
2021,wa,ONP FP,4.93,0,0,1.64,9.58,0,0,0
2017,wa,ONP FP,0,0,1.64,9.58,0,0,0,0
2013,wa,ONP FP,0,1.64,9.58,0,0,0,0,0
2008,wa,ONP FP,1.64,9.58,0,0,0,0,0,0
2005,wa,ONP FP,9.58,0,0,0,0,0,0,0
2021,wa,NAT FP,5.4,6.05,4.87,3.69,3.26,5.76,5.31,4.6
2017,wa,NAT FP,6.05,4.87,3.69,3.26,5.76,5.31,4.6,3.71
2013,wa,NAT FP,4.87,3.69,3.26,5.76,5.31,4.6,3.71,5.11
2008,wa,NAT FP,3.69,3.26,5.76,5.31,4.6,3.71,5.11,7.26
2005,wa,NAT FP,3.26,5.76,5.31,4.6,3.71,5.11,7.26,5.28
2001,wa,NAT FP,5.76,5.31,4.6,3.71,5.11,7.26,5.28,10.8
1996,wa,NAT FP,5.31,4.6,3.71,5.11,7.26,5.28,10.8,5.64
1993,wa,NAT FP,4.6,3.71,5.11,7.26,5.28,10.8,5.64,5.25
2022,sa,OTH FP,22.5,10.59,11.72,12.23,19.88,22.7,15.72,14.52
2018,sa,OTH FP,10.59,11.72,12.23,19.88,22.7,15.72,14.52,7.94
2014,sa,OTH FP,11.72,12.23,19.88,22.7,15.72,14.52,7.94,8.73
2010,sa,OTH FP,12.23,19.88,22.7,15.72,14.52,7.94,8.73,9.29
2006,sa,OTH FP,19.88,22.7,15.72,14.52,7.94,8.73,9.29,5.56
2002,sa,OTH FP,22.7,15.72,14.52,7.94,8.73,9.29,5.56,19.38
1997,sa,OTH FP,15.72,14.52,7.94,8.73,9.29,5.56,19.38,4.75
1993,sa,OTH FP,14.52,7.94,8.73,9.29,5.56,19.38,4.75,2.7
2022,sa,xOTH FP,8.3,10.59,11.72,6.35,7.34,6.25,6.63,4.25
2018,sa,xOTH FP,10.59,11.72,6.35,7.34,6.25,6.63,4.25,3.69
2014,sa,xOTH FP,11.72,6.35,7.34,6.25,6.63,4.25,3.69,1.61
2010,sa,xOTH FP,6.35,7.34,6.25,6.63,4.25,3.69,1.61,0.99
2006,sa,xOTH FP,7.34,6.25,6.63,4.25,3.69,1.61,0.99,2.08
2002,sa,xOTH FP,6.25,6.63,4.25,3.69,1.61,0.99,2.08,1.11
1997,sa,xOTH FP,6.63,4.25,3.69,1.61,0.99,2.08,1.11,4.75
1993,sa,xOTH FP,4.25,3.69,1.61,0.99,2.08,1.11,4.75,2.7
2022,sa,ALP FP,32.8,35.8,37.47,45.22,36.34,35.16,30.37,40.09
2018,sa,ALP FP,35.8,37.47,45.22,36.34,35.16,30.37,40.09,48.19
2014,sa,ALP FP,37.47,45.22,36.34,35.16,30.37,40.09,48.19,46.28
2010,sa,ALP FP,45.22,36.34,35.16,30.37,40.09,48.19,46.28,40.86
2006,sa,ALP FP,36.34,35.16,30.37,40.09,48.19,46.28,40.86,51.64
2002,sa,ALP FP,35.16,30.37,40.09,48.19,46.28,40.86,51.64,46.32
1997,sa,ALP FP,30.37,40.09,48.19,46.28,40.86,51.64,46.32,51.52
1993,sa,ALP FP,40.09,48.19,46.28,40.86,51.64,46.32,51.52,51.64
2022,sa,LNP FP,38,44.91,42.7,36.06,41.42,42.14,53.91,45.39
2018,sa,LNP FP,44.91,42.7,36.06,41.42,42.14,53.91,45.39,43.87
2014,sa,LNP FP,42.7,36.06,41.42,42.14,53.91,45.39,43.87,44.99
2010,sa,LNP FP,36.06,41.42,42.14,53.91,45.39,43.87,44.99,49.85
2006,sa,LNP FP,41.42,42.14,53.91,45.39,43.87,44.99,49.85,42.8
2002,sa,LNP FP,42.14,53.91,45.39,43.87,44.99,49.85,42.8,34.3
1997,sa,LNP FP,53.91,45.39,43.87,44.99,49.85,42.8,34.3,43.73
1993,sa,LNP FP,45.39,43.87,44.99,49.85,42.8,34.3,43.73,45.66
2022,sa,GRN FP,6.7,8.7,8.11,6.49,2.36,0,0,0
2018,sa,GRN FP,8.7,8.11,6.49,2.36,0,0,0,0
2014,sa,GRN FP,8.11,6.49,2.36,0,0,0,0,0
2010,sa,GRN FP,6.49,2.36,0,0,0,0,0,0
2006,sa,GRN FP,2.36,0,0,0,0,0,0,0
2022,sa,DEM FP,0,0,0.38,2.89,7.49,16.45,9.09,10.27
2018,sa,DEM FP,0,0.38,2.89,7.49,16.45,9.09,10.27,4.25
2014,sa,DEM FP,0.38,2.89,7.49,16.45,9.09,10.27,4.25,7.12
2010,sa,DEM FP,2.89,7.49,16.45,9.09,10.27,4.25,7.12,8.3
2006,sa,DEM FP,7.49,16.45,9.09,10.27,4.25,7.12,8.3,3.48
2002,sa,DEM FP,16.45,9.09,10.27,4.25,7.12,8.3,3.48,0
1999,sa,DEM FP,9.09,10.27,4.25,7.12,8.3,3.48,0,0
1996,sa,DEM FP,10.27,4.25,7.12,8.3,3.48,0,0,0
2022,sa,SAB FP,14.2,0,0,0,0,0,0,0
2022,sa,FF FP,3,6.25,5.38,5.88,2.64,0,0,0
2018,sa,FF FP,6.25,5.38,5.88,2.64,0,0,0,0
2014,sa,FF FP,5.38,5.88,2.64,0,0,0,0,0
2010,sa,FF FP,5.88,2.64,0,0,0,0,0,0
2006,sa,FF FP,2.64,0,0,0,0,0,0,0